Corpus	Filename	Artist	Title	Year	Melody	Harmony	Lyrics
Billboard	PaulSimon_YouCanCallMeAl_1986	Paul Simon	You Can Call Me Al	1986	FALSE	TRUE	FALSE
Billboard	PeachesAndHerb_ShakeYourGrooveThing_1978	Peaches & Herb	Shake Your Groove Thing	1978	FALSE	TRUE	FALSE
Billboard	PeggyLee_Fever_1958	Peggy Lee	Fever	1958	TRUE	TRUE	TRUE
Billboard	PeggyLee_IsThatAllThereIs_1969	Peggy Lee	Is That All There Is	1969	FALSE	TRUE	FALSE
Billboard	PetShopBoys_AlwaysOnMyMind_1988	Pet Shop Boys	Always On My Mind	1988	TRUE	TRUE	TRUE
Billboard	PetShopBoys_LoveComesQuickly_1986	Pet Shop Boys	Love Comes Quickly	1986	FALSE	TRUE	FALSE
Billboard	PetShopBoys_WhatHaveIDoneToDeserveThis_1988	Pet Shop Boys	What Have I Done To Deserve This?	1988	TRUE	TRUE	TRUE
Billboard	PetShopBoys_WhereTheStreetsHaveNoName_1991	Pet Shop Boys	Where The Streets Have No Name	1991	FALSE	TRUE	FALSE
Billboard	PeterGabriel_ShockTheMonkey_1982	Peter Gabriel	Shock The Monkey	1982	TRUE	TRUE	TRUE
Billboard	PhilCollins_TwoHearts_1989	Phil Collins	Two Hearts	1989	TRUE	TRUE	TRUE
Billboard	PinkFloyd_AnotherBrickInTheWall_1980	Pink Floyd	Another Brick In The Wall (Part II)	1980	TRUE	TRUE	TRUE
Billboard	PinkFloyd_Money_1973	Pink Floyd	Money	1973	TRUE	TRUE	TRUE
Billboard	Player_BabyComeBack_1978	Player	Baby Come Back	1978	FALSE	TRUE	FALSE
Billboard	Poison_UnskinnyBop_1990	Poison	Unskinny Bop	1990	FALSE	TRUE	FALSE
Billboard	Prince_TheArmsOfOrion_1989	Prince (With Sheena Easton)	The Arms Of Orion	1989	FALSE	TRUE	FALSE
Billboard	PsychedelicFurs_PrettyInPink_1986	Psychedelic Furs	Pretty In Pink	1986	FALSE	TRUE	FALSE
Billboard	PurePrairieLeague_Amie_1975	Pure Prairie League	Amie	1975	FALSE	TRUE	FALSE
Billboard	Quarterflash_HardenMyHeart_1982	Quarterflash	Harden My Heart	1982	TRUE	TRUE	TRUE
Billboard	Queen_WeAreTheChampions_1978	Queen	We Are The Champions	1978	TRUE	TRUE	TRUE
Billboard	Queensryche_SilentLucidity_1991	Queensryche	Silent Lucidity	1991	TRUE	TRUE	TRUE
Billboard	RDeanTaylor_IndianaWantsMe_1970	R. Dean Taylor	Indiana Wants Me	1970	FALSE	TRUE	FALSE
Billboard	REOSpeedwagon_TimeForMeToFly_1980	REO Speedwagon	Time For Me To Fly	1980	TRUE	TRUE	TRUE
Billboard	RandyVanwarmer_JustWhenINeededYouMost_1979	Randy Vanwarmer	Just When I Needed You Most	1979	FALSE	TRUE	FALSE
Billboard	RareEarth_GetReady_1970	Rare Earth	Get Ready	1970	FALSE	TRUE	FALSE
Billboard	RayCharles_CryingTime_1965	Ray Charles	Crying Time	1965	FALSE	TRUE	FALSE
Billboard	RayCharles_EleanorRigby_1968	Ray Charles	Eleanor Rigby	1968	FALSE	TRUE	FALSE
Billboard	RayCharles_LetsGoGetStoned_1966	Ray Charles	Let's Go Get Stoned	1966	FALSE	TRUE	FALSE
Billboard	RayCharles_TheRightTime_1959	Ray Charles	(Night Time Is) The Right Time	1959	FALSE	TRUE	FALSE
Billboard	RayParkerJr_Ghostbusters_1984	Ray Parker Jr.	Ghostbusters	1984	FALSE	TRUE	FALSE
Billboard	RayPrice_ForTheGoodTimes_1970	Ray Price	For The Good Times	1970	FALSE	TRUE	FALSE
Billboard	Redbone_ComeAndGetYourLove_1974	Redbone	Come And Get Your Love	1974	FALSE	TRUE	FALSE
Billboard	RickDerringer_RockAndRollHoochieKoo_1974	Rick Derringer	Rock And Roll, Hoochie Koo	1974	FALSE	TRUE	FALSE
Billboard	RickJames_GiveItToMeBaby_1981	Rick James	Give It To Me Baby	1981	FALSE	TRUE	FALSE
Billboard	RickJames_SuperFreak_1981	Rick James	Super Freak (Part I)	1981	TRUE	TRUE	TRUE
Billboard	RickSpringfield_DontTalkToStrangers_1982	Rick Springfield	Don't Talk To Strangers	1982	FALSE	TRUE	FALSE
Billboard	RickSpringfield_JessiesGirl_1981	Rick Springfield	Jessie's Girl	1981	FALSE	TRUE	FALSE
Billboard	RitaCoolidge_Fever_1973	Rita Coolidge	Fever	1973	FALSE	TRUE	FALSE
Billboard	RitaCoolidge_HigherAndHigher_1977	Rita Coolidge	(Your Love Has Lifted Me) Higher And Higher	1977	FALSE	TRUE	FALSE
Billboard	RitaCoolidge_TheWayYouDoTheThingsYouDo_1978	Rita Coolidge	The Way You Do The Things You Do	1978	FALSE	TRUE	FALSE
Billboard	RitaCoolidge_WereAllAlone_1977	Rita Coolidge	We're All Alone	1977	FALSE	TRUE	FALSE
Billboard	RobBase_ItTakesTwo_1988	Rob Base	It Takes Two	1988	FALSE	TRUE	FALSE
Billboard	RobertJohn_LonelyEyes_1980	Robert John	Lonely Eyes	1980	FALSE	TRUE	FALSE
Billboard	RobertJohn_SadEyes_1979	Robert John	Sad Eyes	1979	FALSE	TRUE	FALSE
Billboard	RobertPalmer_AddictedToLove_1986	Robert Palmer	Addicted To Love	1986	FALSE	TRUE	FALSE
Billboard	RobertaFlackAndDonnyHathaway_YouveGotAFriend_1971	Roberta Flack & Donny Hathaway	You've Got A Friend	1971	FALSE	TRUE	FALSE
Billboard	RobertaFlack_FeelLikeMakinLove_1974	Roberta Flack	Feel Like Makin' Love	1974	FALSE	TRUE	FALSE
Billboard	RockAndHyde_DirtyWater_1987	Rock And Hyde	Dirty Water	1987	FALSE	TRUE	FALSE
Billboard	Rockwell_SomebodysWatchingMe_1984	Rockwell	Somebody's Watching Me	1984	TRUE	TRUE	TRUE
Billboard	RodBernard_ThisShouldGoOnForever_1959	Rod Bernard	This Should Go On Forever	1959	FALSE	TRUE	FALSE
Billboard	RodStewart_MaggieMay_1971	Rod Stewart	Maggie May	1971	FALSE	TRUE	FALSE
Billboard	RodStewart_TwistinTheNightAway_1987	Rod Stewart	Twistin' The Night Away (from the film Innerspace)	1987	FALSE	TRUE	FALSE
Billboard	RogerMiller_YouCantRollerSkateInABuffaloHerd_1966	Roger Miller	You Can't Roller Skate In A Buffalo Herd	1966	TRUE	TRUE	TRUE
Billboard	RonnieMilsap_IWouldntHaveMissedItForTheWorld_1981	Ronnie Milsap	I Wouldn't Have Missed It For The World	1981	FALSE	TRUE	FALSE
Billboard	Roxette_TheLook_1989	Roxette	The Look	1989	TRUE	TRUE	TRUE
Billboard	RoxyMusic_DanceAway_1979	Roxy Music	Dance Away	1979	FALSE	TRUE	FALSE
Billboard	RoyDrusky_ThreeHeartsInATangle_1961	Roy Drusky	Three Hearts In A Tangle	1961	FALSE	TRUE	FALSE
Billboard	RoyHead_TreatHerRight_1965	Roy Head	Treat Her Right	1965	FALSE	TRUE	FALSE
Billboard	RoyOrbison_CrySoftlyLonelyOne_1967	Roy Orbison	Cry Softly Lonely One	1967	FALSE	TRUE	FALSE
Billboard	RunDMC_WalkThisWay_1986	Run-D.M.C.	Walk This Way	1986	FALSE	TRUE	FALSE
Billboard	Rush_TheSpiritOfRadio_1980	Rush	The Spirit Of Radio	1980	TRUE	TRUE	TRUE
Billboard	Sagittarius_MyWorldFellDown_1967	Sagittarius	My World Fell Down	1967	FALSE	TRUE	FALSE
Billboard	SammyHagar_GiveToLive_1987	Sammy Hagar	Give To Live	1987	FALSE	TRUE	FALSE
Billboard	SammyHagar_ICantDrive55_1984	Sammy Hagar	I Can't Drive 55	1984	TRUE	TRUE	TRUE
Billboard	Santana_EvilWays_1970	Santana	Evil Ways	1970	TRUE	TRUE	TRUE
Billboard	SantoAndJohnny_SleepWalk_1959	Santo & Johnny	Sleep Walk	1959	FALSE	TRUE	FALSE
Billboard	Shannon_LetTheMusicPlay_1984	Shannon	Let The Music Play	1984	FALSE	TRUE	FALSE
Billboard	ShirleyBrown_WomanToWoman_1975	Shirley Brown	Woman To Woman	1975	FALSE	TRUE	FALSE
Billboard	SimonAndGarfunkel_AHazyShadeOfWinter_1966	Simon & Garfunkel	A Hazy Shade Of Winter	1966	TRUE	TRUE	TRUE
Billboard	SimonAndGarfunkel_Cecilia_1970	Simon & Garfunkel	Cecilia	1970	TRUE	TRUE	TRUE
Billboard	SimonAndGarfunkel_ElCondorPasa_1970	Simon & Garfunkel	El Condor Pasa	1970	TRUE	TRUE	TRUE
Billboard	SimonAndGarfunkel_FakinIt_1967	Simon & Garfunkel	Fakin' It	1967	FALSE	TRUE	FALSE
Billboard	SimonAndGarfunkel_MrsRobinson_1968	Simon & Garfunkel	Mrs. Robinson	1968	TRUE	TRUE	TRUE
Billboard	SimonAndGarfunkel_TheSoundsOfSilence_1965	Simon & Garfunkel	The Sounds Of Silence	1965	TRUE	TRUE	TRUE
Billboard	SimpleMinds_SanctifyYourself_1986	Simple Minds	Sanctify Yourself	1986	TRUE	TRUE	TRUE
Billboard	SlyAndTheFamilyStone_HotFunInTheSummertime_1969	Sly & The Family Stone	Hot Fun In The Summertime	1969	FALSE	TRUE	FALSE
Billboard	SlyAndTheFamilyStone_IWantToTakeYouHigher_1969	Sly & The Family Stone	I Want To Take You Higher	1969	FALSE	TRUE	FALSE
Billboard	SmokeyRobinson_Cruisin_1980	Smokey Robinson	Cruisin'	1980	FALSE	TRUE	FALSE
Billboard	Snap_ThePower_1990	Snap	The Power	1990	FALSE	TRUE	FALSE
Billboard	SoftCell_TaintedLove_1982	Soft Cell	Tainted Love	1982	TRUE	TRUE	TRUE
Billboard	SolomonBurke_IfYouNeedMe_1963	Solomon Burke	If You Need Me	1963	FALSE	TRUE	FALSE
Billboard	SonnyAndCher_ACowboysWorkIsNeverDone_1972	Sonny & Cher	A Cowboys Work Is Never Done	1972	FALSE	TRUE	FALSE
Billboard	SonnyAndCher_AllIEverNeedIsYou_1971	Sonny & Cher	All I Ever Need Is You	1971	TRUE	TRUE	TRUE
Billboard	SonnyAndCher_BabyDontGo_1965	Sonny & Cher	Baby Don't Go	1965	FALSE	TRUE	FALSE
Billboard	SpandauBallet_True_1983	Spandau Ballet	TRUE	1983	TRUE	TRUE	TRUE
Billboard	StephanieMills_NeverKnewLoveLikeThisBefore_1980	Stephanie Mills	Never Knew Love Like This Before	1980	TRUE	TRUE	TRUE
Billboard	Steppenwolf_BornToBeWild_1968	Steppenwolf	Born To Be Wild	1968	TRUE	TRUE	TRUE
Billboard	SteveMillerBand_RocknMe_1976	Steve Miller Band	Rock'n Me	1976	TRUE	TRUE	TRUE
Billboard	SteveMillerBand_TheJoker_1973	Steve Miller Band	The Joker	1973	FALSE	TRUE	FALSE
Billboard	SteveWinwood_BackInTheHighLifeAgain_1987	Steve Winwood	Back In The High Life Again	1987	FALSE	TRUE	FALSE
Billboard	SteveWinwood_DontYouKnowWhatTheNightCanDo_1988	Steve Winwood	Don't You Know What The Night Can Do?	1988	FALSE	TRUE	FALSE
Billboard	StevieB_BecauseILoveYou_1991	Stevie B	Because I Love You (The Postman Song)	1991	TRUE	TRUE	TRUE
Billboard	StevieWonder_DoIDo_1982	Stevie Wonder	Do I Do	1982	FALSE	TRUE	FALSE
Billboard	StevieWonder_HigherGround_1973	Stevie Wonder	Higher Ground	1973	FALSE	TRUE	FALSE
Billboard	StevieWonder_IfYouReallyLoveMe_1971	Stevie Wonder	If You Really Love Me	1971	FALSE	TRUE	FALSE
Billboard	StevieWonder_ThatGirl_1982	Stevie Wonder	That Girl	1982	FALSE	TRUE	FALSE
Billboard	Sting_AllThisTime_1991	Sting	All This Time	1991	FALSE	TRUE	FALSE
Billboard	Sting_IfYouLoveSomebodySetThemFree_1985	Sting	If You Love Somebody Set Them Free	1985	FALSE	TRUE	FALSE
Billboard	StrayCats_IWontStandInYourWay_1983	Stray Cats	I Won't Stand In Your Way	1983	FALSE	TRUE	FALSE
Billboard	StrayCats_RockThisTown_1982	Stray Cats	Rock This Town	1982	FALSE	TRUE	FALSE
Billboard	SwinginMedallions_DoubleShot_1966	Swingin' Medallions	Double Shot (Of My Baby's Love)	1966	FALSE	TRUE	FALSE
Billboard	Switch_TherellNeverBe_1978	Switch	There'll Never Be	1978	FALSE	TRUE	FALSE
Billboard	TalkingHeads_AndSheWas_1985	Talking Heads	And She Was	1985	FALSE	TRUE	FALSE
Billboard	TalkingHeads_BurningDownTheHouse_1983	Talking Heads	Burning Down The House	1983	FALSE	TRUE	FALSE
Billboard	TanyaTucker_HeresSomeLove_1976	Tanya Tucker	Here's Some Love	1976	FALSE	TRUE	FALSE
Billboard	TeddyPendergrass_IDontLoveYouAnymore_1977	Teddy Pendergrass	I Don't Love You Anymore	1977	FALSE	TRUE	FALSE
Billboard	TenYearsAfter_IdLoveToChangeTheWorld_1971	Ten Years After	I'd Love To Change The World	1971	FALSE	TRUE	FALSE
Billboard	TevinCampbell_TellMeWhatYouWantMeToDo_1991	Tevin Campbell	Tell Me What You Want Me To Do	1991	FALSE	TRUE	FALSE
Billboard	The5thDimension_GoWhereYouWannaGo_1967	The 5th Dimension	Go Where You Wanna Go	1967	FALSE	TRUE	FALSE
Billboard	The5thDimension_IDidntGetToSleepAtAll_1972	The 5th Dimension	(Last Night) I Didn't Get To Sleep At All	1972	FALSE	TRUE	FALSE
Billboard	The5thDimension_IfICouldReachYou_1972	The 5th Dimension	If I Could Reach You	1972	TRUE	TRUE	TRUE
Billboard	The5thDimension_NeverMyLove_1971	The 5th Dimension	Never My Love	1971	FALSE	TRUE	FALSE
Billboard	The5thDimension_OneLessBellToAnswer_1971	The 5th Dimension	One Less Bell To Answer	1971	FALSE	TRUE	FALSE
Billboard	TheAlanParsonsProject_EyeInTheSky_1982	The Alan Parsons Project	Eye In The Sky	1982	FALSE	TRUE	FALSE
Billboard	TheAllmanBrothersBand_StraightFromTheHeart_1981	The Allman Brothers Band	Straight From The Heart	1981	FALSE	TRUE	FALSE
Billboard	TheAmboyDukes_JourneyToTheCenterOfTheMind_1968	The Amboy Dukes	Journey To The Center Of The Mind	1968	FALSE	TRUE	FALSE
Billboard	TheAnimals_SanFranciscanNights_1967	The Animals	San Franciscan Nights	1967	FALSE	TRUE	FALSE
Billboard	TheBabys_EveryTimeIThinkOfYou_1979	The Babys	Every Time I Think Of You	1979	FALSE	TRUE	FALSE
Billboard	TheBand_LifeIsACarnival_1971	The Band	Life Is A Carnival	1971	FALSE	TRUE	FALSE
Billboard	TheBeachBoys_BluebirdsOverTheMountain_1969	The Beach Boys	Bluebirds Over The Mountain	1969	FALSE	TRUE	FALSE
Billboard	TheBeachBoys_InMyRoom_1963	The Beach Boys	In My Room	1963	TRUE	TRUE	TRUE
Billboard	TheBeachBoys_Kokomo_1988	The Beach Boys	Kokomo (from the film Cocktail)	1988	TRUE	TRUE	TRUE
Billboard	TheBeachBoys_SailOnSailor_1975	The Beach Boys	Sail On Sailor	1975	FALSE	TRUE	FALSE
Billboard	TheBeachBoys_StillCruisin_1989	The Beach Boys	Still Cruisin	1989	FALSE	TRUE	FALSE
Billboard	TheBeachBoys_SurfinSafari_1962	The Beach Boys	Surfin' Safari	1962	FALSE	TRUE	FALSE
Billboard	TheBeachBoys_Wendy_1964	The Beach Boys	Wendy	1964	FALSE	TRUE	FALSE
Billboard	TheBeatles_AHardDaysNight_1964	The Beatles	A Hard Day's Night	1964	TRUE	TRUE	TRUE
Billboard	TheBeatles_ComeTogether_1969	The Beatles	Come Together	1969	TRUE	TRUE	TRUE
Billboard	TheBeatles_DoYouWantToKnowASecret_1964	The Beatles	Do You Want To Know A Secret	1964	FALSE	TRUE	FALSE
Billboard	TheBeatles_EightDaysAWeek_1965	The Beatles	Eight Days A Week	1965	TRUE	TRUE	TRUE
Billboard	TheBeatles_Help_1965	The Beatles	Help!	1965	TRUE	TRUE	TRUE
Billboard	TheBeatles_IDontWantToSpoilTheParty_1965	The Beatles	I Don't Want To Spoil The Party	1965	FALSE	TRUE	FALSE
Billboard	TheBeatles_ISawHerStandingThere_1964	The Beatles	I Saw Her Standing There	1964	TRUE	TRUE	TRUE
Billboard	TheBeatles_LoveMeDo_1964	The Beatles	Love Me Do	1964	TRUE	TRUE	TRUE
Billboard	TheBeatles_ObLaDiObLaDa_1976	The Beatles	Ob-La-Di, Ob-La-Da	1976	TRUE	TRUE	TRUE
Billboard	TheBeatles_ShesAWoman_1964	The Beatles	She's A Woman	1964	FALSE	TRUE	FALSE
Billboard	TheBoxTops_CryLikeABaby_1968	The Box Tops	Cry Like A Baby	1968	FALSE	TRUE	FALSE
Billboard	TheBoys_DialMyHeart_1988	The Boys	Dial My Heart	1988	FALSE	TRUE	FALSE
Billboard	TheBuckinghams_KindOfADrag_1967	The Buckinghams	Kind Of A Drag	1967	FALSE	TRUE	FALSE
Billboard	TheByrds_EightMilesHigh_1966	The Byrds	Eight Miles High	1966	FALSE	TRUE	FALSE
Billboard	TheByrds_GoinBack_1967	The Byrds	Goin' Back	1967	FALSE	TRUE	FALSE
Billboard	TheCastaways_LiarLiar_1965	The Castaways	Liar, Liar	1965	FALSE	TRUE	FALSE
Billboard	TheChiffons_HesSoFine_1963	The Chiffons	He's So Fine	1963	TRUE	TRUE	TRUE
Billboard	TheChiffons_SweetTalkinGuy_1966	The Chiffons	Sweet Talkin' Guy	1966	TRUE	TRUE	TRUE
Billboard	TheContours_DoYouLoveMe_1988	The Contours	Do You Love Me	1988	FALSE	TRUE	FALSE
Billboard	TheCowsills_Hair_1969	The Cowsills	Hair	1969	FALSE	TRUE	FALSE
Billboard	TheCowsills_SilverThreadsAndGoldenNeedles_1969	The Cowsills	Silver Threads And Golden Needles	1969	FALSE	TRUE	FALSE
Billboard	TheCrystals_HesARebel_1962	The Crystals	He's A Rebel	1962	TRUE	TRUE	TRUE
Billboard	TheCrystals_TheresNoOther_1961	The Crystals	There's No Other (Like My Baby)	1961	FALSE	TRUE	FALSE
Billboard	TheCure_JustLikeHeaven_1988	The Cure	Just Like Heaven	1988	FALSE	TRUE	FALSE
Billboard	TheDoobieBrothers_EchoesOfLove_1977	The Doobie Brothers	Echoes Of Love	1977	FALSE	TRUE	FALSE
Billboard	TheDoors_RidersOnTheStorm_1971	The Doors	Riders On The Storm	1971	TRUE	TRUE	TRUE
Billboard	TheDramatics_HeyYouGetOffMyMountain_1973	The Dramatics	Hey You! Get Off My Mountain	1973	FALSE	TRUE	FALSE
Billboard	TheDrifters_OnBroadway_1963	The Drifters	On Broadway	1963	FALSE	TRUE	FALSE
Billboard	TheEagles_AlreadyGone_1974	The Eagles	Already Gone	1974	TRUE	TRUE	TRUE
Billboard	TheEagles_BestOfMyLove_1975	The Eagles	Best Of My Love	1975	FALSE	TRUE	FALSE
Billboard	TheEagles_LyinEyes_1975	The Eagles	Lyin' Eyes	1975	TRUE	TRUE	TRUE
Billboard	TheEagles_TheLongRun_1980	The Eagles	The Long Run	1980	FALSE	TRUE	FALSE
Billboard	TheElectricPrunes_IHadTooMuchToDream_1967	The Electric Prunes	I Had Too Much To Dream (Last Night)	1967	TRUE	TRUE	TRUE
Billboard	TheEverlyBrothers_BirdDog_1958	The Everly Brothers	Bird Dog	1958	TRUE	TRUE	TRUE
Billboard	TheEverlyBrothers_EbonyEyes_1961	The Everly Brothers	Ebony Eyes	1961	FALSE	TRUE	FALSE
Billboard	TheEverlyBrothers_OnTheWingsOfANightingale_1984	The Everly Brothers	On The Wings Of A Nightingale	1984	FALSE	TRUE	FALSE
Billboard	TheEverlyBrothers_ThatsOldFashioned_1962	The Everly Brothers	That's Old Fashioned (That's The Way Love Should Be)	1962	TRUE	TRUE	TRUE
Billboard	TheEverlyBrothers_WalkRightBack_1961	The Everly Brothers	Walk Right Back	1961	TRUE	TRUE	TRUE
Billboard	TheFabulousThunderbirds_TuffEnuff_1986	The Fabulous Thunderbirds	Tuff Enuff	1986	FALSE	TRUE	FALSE
Billboard	TheFalcons_IFoundALove_1962	The Falcons	I Found A Love	1962	FALSE	TRUE	FALSE
Billboard	TheFireballs_SugarShack_1963	The Fireballs	Sugar Shack	1963	FALSE	TRUE	FALSE
Billboard	TheGregKihnBand_HappyMan_1982	The Greg Kihn Band	Happy Man	1982	FALSE	TRUE	FALSE
Billboard	TheGregKihnBand_Lucky_1985	The Greg Kihn Band	Lucky	1985	FALSE	TRUE	FALSE
Billboard	TheHollies_CarrieAnne_1967	The Hollies	Carrie-Anne	1967	TRUE	TRUE	TRUE
Billboard	TheHollies_LongDarkRoad_1972	The Hollies	Long Dark Road	1972	FALSE	TRUE	FALSE
Billboard	TheIsleyBrothers_ItsYourThing_1969	The Isley Brothers	It's Your Thing	1969	FALSE	TRUE	FALSE
Billboard	TheJGeilsBand_FreezeFrame_1982	The J. Geils Band	Freeze-Frame	1982	TRUE	TRUE	TRUE
Billboard	TheJGeilsBand_JustCantWait_1980	The J. Geils Band	Just Can't Wait	1980	FALSE	TRUE	FALSE
Billboard	TheJGeilsBand_LookingForALove_1972	The J. Geils Band	Looking For A Love	1972	FALSE	TRUE	FALSE
Billboard	TheJGeilsBand_MustOfGotLost_1974	The J. Geils Band	Must Of Got Lost	1974	FALSE	TRUE	FALSE
Billboard	TheJGeilsBand_OneLastKiss_1978	The J. Geils Band	One Last Kiss	1978	FALSE	TRUE	FALSE
Billboard	TheJackson5_DancingMachine_1974	The Jackson 5	Dancing Machine	1974	FALSE	TRUE	FALSE
Billboard	TheJackson5_IWantYouBack_1969	The Jackson 5	I Want You Back	1969	FALSE	TRUE	FALSE
Billboard	TheKendalls_HeavensJustASinAway_1977	The Kendalls	Heaven's Just A Sin Away	1977	TRUE	TRUE	TRUE
Billboard	TheKinks_BetterThings_1981	The Kinks	Better Things	1981	TRUE	TRUE	TRUE
Billboard	TheKinks_TillTheEndOfTheDay_1966	The Kinks	Till The End Of The Day	1966	TRUE	TRUE	TRUE
Billboard	TheLas_ThereSheGoes_1991	The La's	There She Goes	1991	TRUE	TRUE	TRUE
Billboard	TheMeters_LookKaPyPy_1970	The Meters	Look-Ka Py Py	1970	TRUE	TRUE	TRUE
Billboard	TheMiracles_BabyBabyDontCry_1969	The Miracles	Baby, Baby Don't Cry	1969	FALSE	TRUE	FALSE
Billboard	TheMiracles_IDontBlameYouAtAll_1971	The Miracles	I Don't Blame You At All	1971	TRUE	TRUE	TRUE
Billboard	TheMiracles_ISecondThatEmotion_1968	The Miracles	I Second That Emotion	1968	FALSE	TRUE	FALSE
Billboard	TheMiracles_MightyGoodLovin_1961	The Miracles	Mighty Good Lovin'	1961	FALSE	TRUE	FALSE
Billboard	TheMoments_WalkRightIn_1963	The Moments	Walk Right In	1963	FALSE	TRUE	FALSE
Billboard	TheMusicExplosion_LittleBitOSoul_1967	The Music Explosion	Little Bit O' Soul	1967	FALSE	TRUE	FALSE
Billboard	TheMusicMachine_ThePeopleInMe_1967	The Music Machine	The People In Me	1967	FALSE	TRUE	FALSE
Billboard	TheOJays_LoveTrain_1973	The O'Jays	Love Train	1973	FALSE	TRUE	FALSE
Billboard	TheOsmonds_OneBadApple_1971	The Osmonds	One Bad Apple	1971	FALSE	TRUE	FALSE
Billboard	ThePointerSisters_HesSoShy_1980	The Pointer Sisters	He's So Shy	1980	FALSE	TRUE	FALSE
Billboard	ThePointerSisters_Jump_1984	The Pointer Sisters	Jump (for My Love)	1984	FALSE	TRUE	FALSE
Billboard	ThePolice_DontStandSoCloseToMe_1981	The Police	Don't Stand So Close To Me	1981	TRUE	TRUE	TRUE
Billboard	ThePolice_EveryLittleThingSheDoesIsMagic_1981	The Police	Every Little Thing She Does Is Magic	1981	FALSE	TRUE	FALSE
Billboard	ThePolice_SpiritsInTheMaterialWorld_1982	The Police	Spirits In The Material World	1982	FALSE	TRUE	FALSE
Billboard	ThePowerStation_SomeLikeItHot_1985	The Power Station	Some Like It Hot	1985	FALSE	TRUE	FALSE
Billboard	TheRascals_PeopleGotToBeFree_1968	The Rascals	People Got To Be Free	1968	TRUE	TRUE	TRUE
Billboard	TheRembrandts_Someone_1991	The Rembrandts	Someone	1991	TRUE	TRUE	TRUE
Billboard	TheRighteousBrothers_SoulAndInspiration_1966	The Righteous Brothers	(You're My) Soul And Inspiration	1966	FALSE	TRUE	FALSE
Billboard	TheRighteousBrothers_UnchainedMelody_1965	The Righteous Brothers	Unchained Melody	1965	TRUE	TRUE	TRUE
Billboard	TheRitchieFamily_TheBestDiscoInTown_1976	The Ritchie Family	The Best Disco In Town	1976	FALSE	TRUE	FALSE
Billboard	TheRobertCrayBand_SmokingGun_1987	The Robert Cray Band	Smoking Gun	1987	TRUE	TRUE	TRUE
Billboard	TheRollingStones_Dandelion_1967	The Rolling Stones	Dandelion	1967	FALSE	TRUE	FALSE
Billboard	TheRollingStones_DooDooDooDooDoo_1974	The Rolling Stones	Doo Doo Doo Doo Doo (Heartbreaker)	1974	FALSE	TRUE	FALSE
Billboard	TheRollingStones_GoingToAGoGo_1982	The Rolling Stones	Going To A Go-Go	1982	FALSE	TRUE	FALSE
Billboard	TheRollingStones_HaveYouSeenYourMotherBabyStandingInTheShadow_1966	The Rolling Stones	Have You Seen Your Mother, Baby, Standing In The Shadow?	1966	FALSE	TRUE	FALSE
Billboard	TheRollingStones_HonkyTonkWomen_1969	The Rolling Stones	Honky Tonk Women	1969	TRUE	TRUE	TRUE
Billboard	TheRollingStones_ItsOnlyRockNRoll_1974	The Rolling Stones	It's Only Rock 'N Roll (But I Like It)	1974	FALSE	TRUE	FALSE
Billboard	TheRollingStones_MissYou_1978	The Rolling Stones	Miss You	1978	TRUE	TRUE	TRUE
Billboard	TheRollingStones_NotFadeAway_1964	The Rolling Stones	Not Fade Away	1964	FALSE	TRUE	FALSE
Billboard	TheRollingStones_TimeIsOnMySide_1964	The Rolling Stones	Time Is On My Side	1964	TRUE	TRUE	TRUE
Billboard	TheRollingStones_TumblingDice_1972	The Rolling Stones	Tumbling Dice	1972	FALSE	TRUE	FALSE
Billboard	TheRollingStones_WaitingOnAFriend_1982	The Rolling Stones	Waiting On A Friend	1982	FALSE	TRUE	FALSE
Billboard	TheRollingStones_WildHorses_1971	The Rolling Stones	Wild Horses	1971	TRUE	TRUE	TRUE
Billboard	TheRonettes_BeMyBaby_1963	The Ronettes	Be My Baby	1963	TRUE	TRUE	TRUE
Billboard	TheShirelles_WillYouLoveMeTomorrow_1961	The Shirelles	Will You Love Me Tomorrow	1961	TRUE	TRUE	TRUE
Billboard	TheSopwithCamel_HelloHello_1967	The Sopwith Camel	Hello Hello	1967	FALSE	TRUE	FALSE
Billboard	TheStapleSingers_CityInTheSky_1974	The Staple Singers	City In The Sky	1974	FALSE	TRUE	FALSE
Billboard	TheStapleSingers_IllTakeYouThere_1972	The Staple Singers	I'll Take You There	1972	FALSE	TRUE	FALSE
Billboard	TheStringALongs_Wheels_1961	The String-A-Longs	Wheels	1961	FALSE	TRUE	FALSE
Billboard	TheSupremes_FloyJoy_1972	The Supremes	Floy Joy	1972	FALSE	TRUE	FALSE
Billboard	TheSupremes_StonedLove_1970	The Supremes	Stoned Love	1970	FALSE	TRUE	FALSE
Billboard	TheTeeSet_MaBelleAmie_1970	The Tee Set	Ma Belle Amie	1970	FALSE	TRUE	FALSE
Billboard	TheTemptations_AintTooProudToBeg_1966	The Temptations	Ain't Too Proud To Beg	1966	FALSE	TRUE	FALSE
Billboard	TheTemptations_IWishItWouldRain_1968	The Temptations	I Wish It Would Rain	1968	FALSE	TRUE	FALSE
Billboard	TheTrammps_DiscoInferno_1977	The Trammps	Disco Inferno	1977	TRUE	TRUE	TRUE
Billboard	TheTurtles_HappyTogether_1967	The Turtles	Happy Together	1967	TRUE	TRUE	TRUE
