Filename	Artist	Title	Chart Date	Peak Position	Weeks on Chart	Target Rank	Actual Rank	Sample ID#
PetShopBoys_AlwaysOnMyMind_1988	Pet Shop Boys	Always On My Mind	1988/04/30	4	14	12	11	184
PetShopBoys_LoveComesQuickly_1986	Pet Shop Boys	Love Comes Quickly	1986/10/04	62	8	60	62	526
PetShopBoys_WhatHaveIDoneToDeserveThis_1988	Pet Shop Boys	What Have I Done To Deserve This?	1988/02/20	2	12	3	2	648
PhilCollins_TwoHearts_1989	Phil Collins	Two Hearts	1989/02/25	1	18	50	48	43
PinkFloyd_AnotherBrickInTheWall_1980	Pink Floyd	Another Brick In The Wall (Part II)	1980/07/05	1	25	93	94	1052
PinkFloyd_Money_1973	Pink Floyd	Money	1973/07/28	13	15	12	13	269
Player_BabyComeBack_1978	Player	Baby Come Back	1978/01/28	1	32	3	1	1003
Poison_UnskinnyBop_1990	Poison	Unskinny Bop	1990/09/15	3	19	3	5	810
Prince_TheArmsOfOrion_1989	Prince (With Sheena Easton)	The Arms Of Orion	1989/12/16	36	14	35	36	1019
PsychedelicFurs_PrettyInPink_1986	Psychedelic Furs	Pretty In Pink	1986/05/24	41	11	42	42	729
PurePrairieLeague_Amie_1975	Pure Prairie League	Amie	1975/03/08	27	13	88	88	406
Quarterflash_HardenMyHeart_1982	Quarterflash	Harden My Heart	1982/03/06, 1982/02/06	3, 3	24, 24	18,  4	18,  4	608, 659
Queensryche_SilentLucidity_1991	Queensryche	Silent Lucidity	1991/06/08, 1991/05/11	9, 9	17, 17	10, 10	12, 11	670, 685
Queen_WeAreTheChampions_1978	Queen	We Are The Champions	1978/01/14	4	27	10	10	588
RandyVanwarmer_JustWhenINeededYouMost_1979	Randy Vanwarmer	Just When I Needed You Most	1979/07/21	4	20	38	38	149
RareEarth_GetReady_1970	Rare Earth	Get Ready	1970/06/06	4	20	6	6	1220
RayCharles_CryingTime_1965	Ray Charles	Crying Time	1965/12/25	6	15	60	61	748
RayCharles_EleanorRigby_1968	Ray Charles	Eleanor Rigby	1968/06/29	35	10	54	53	933
RayCharles_LetsGoGetStoned_1966	Ray Charles	Let's Go Get Stoned	1966/07/16	31	9	29	31	890
RayCharles_TheRightTime_1959	Ray Charles	(Night Time Is) The Right Time	1959/02/09	95	1	94	95	214
RayParkerJr_Ghostbusters_1984	Ray Parker Jr.	Ghostbusters	1984/08/18	1	21	1	1	621
RayPrice_ForTheGoodTimes_1970	Ray Price	For The Good Times	1970/09/26, 1970/12/12	11, 11	24, 24	65, 22	66, 23	102, 725
RDeanTaylor_IndianaWantsMe_1970	R. Dean Taylor	Indiana Wants Me	1970/12/05, 1970/09/19	5, 5	15, 15	18, 34	18, 35	30, 537
Redbone_ComeAndGetYourLove_1974	Redbone	Come And Get Your Love	1974/02/16	5	23	35	35	315
REOSpeedwagon_TimeForMeToFly_1980	REO Speedwagon	Time For Me To Fly	1980/05/31, 1980/07/05	56, 56	13, 13	90, 85	90, 86	268, 910
RickDerringer_RockAndRollHoochieKoo_1974	Rick Derringer	Rock And Roll, Hoochie Koo	1974/02/23	23	14	43	42	1267
RickJames_GiveItToMeBaby_1981	Rick James	Give It To Me Baby	1981/06/27	40	14	49	50	480
RickJames_SuperFreak_1981	Rick James	Super Freak (Part I)	1981/12/19	16	24	74	72	812
RickSpringfield_DontTalkToStrangers_1982	Rick Springfield	Don't Talk To Strangers	1982/03/20	2	21	24	24	865
RickSpringfield_JessiesGirl_1981	Rick Springfield	Jessie's Girl	1981/04/11, 1981/08/22	1, 1	32, 32	60,  6	61,  5	217, 450
RitaCoolidge_Fever_1973	Rita Coolidge	Fever	1973/01/27	76	7	75	77	692
RitaCoolidge_HigherAndHigher_1977	Rita Coolidge	(Your Love Has Lifted Me) Higher And Higher	1977/08/13	2	27	5	4	336
RitaCoolidge_TheWayYouDoTheThingsYouDo_1978	Rita Coolidge	The Way You Do The Things You Do	1978/01/21	20	11	74	73	291
RitaCoolidge_WereAllAlone_1977	Rita Coolidge	We're All Alone	1977/11/26	7	20	7	7	806
RobBase_ItTakesTwo_1988	Rob Base	It Takes Two	1988/09/10	36	16	56	58	1109
RobertaFlackAndDonnyHathaway_YouveGotAFriend_1971	Roberta Flack & Donny Hathaway	You've Got A Friend	1971/08/07, 1971/06/19	29, 29	12, 12	32, 68	31, 67	4, 1229
RobertaFlack_FeelLikeMakinLove_1974	Roberta Flack	Feel Like Makin' Love	1974/09/28, 1974/09/07, 1974/08/03	1, 1, 1	16, 16, 16	39, 10,  3	38, 11,  3	221, 454, 940
RobertJohn_LonelyEyes_1980	Robert John	Lonely Eyes	1980/02/09	41	11	62	63	154
RobertJohn_SadEyes_1979	Robert John	Sad Eyes	1979/09/22	1	27	5	6	1064
RobertPalmer_AddictedToLove_1986	Robert Palmer	Addicted To Love	1986/03/08, 1986/03/08	1, 1	22, 22	40, 37	38, 38	271, 458
RockAndHyde_DirtyWater_1987	Rock And Hyde	Dirty Water	1987/05/23	61	10	64	65	929
Rockwell_SomebodysWatchingMe_1984	Rockwell	Somebody's Watching Me	1984/01/28, 1984/03/17	2, 2	19, 19	73,  4	73,  3	334, 882
RodBernard_ThisShouldGoOnForever_1959	Rod Bernard	This Should Go On Forever	1959/03/16	20	11	61	60	707
RodStewart_MaggieMay_1971	Rod Stewart	Maggie May	1971/11/27	1	17	11	11	100
RodStewart_TwistinTheNightAway_1987	Rod Stewart	Twistin' The Night Away (from the film Innerspace)	1987/07/25	80	4	82	80	620
RogerMiller_YouCantRollerSkateInABuffaloHerd_1966	Roger Miller	You Can't Roller Skate In A Buffalo Herd	1966/07/30, 1966/07/30	40, 40	6, 6	42, 43	43, 43	308, 669
RonnieMilsap_IWouldntHaveMissedItForTheWorld_1981	Ronnie Milsap	I Wouldn't Have Missed It For The World	1981/10/31	20	17	76	75	131
Roxette_TheLook_1989	Roxette	The Look	1989/03/04	1	19	25	25	567
RoxyMusic_DanceAway_1979	Roxy Music	Dance Away	1979/05/19, 1979/06/02	44, 44	9, 9	64, 48	65, 49	568, 846
RoyDrusky_ThreeHeartsInATangle_1961	Roy Drusky	Three Hearts In A Tangle	1961/06/26	35	16	34	35	1006
RoyHead_TreatHerRight_1965	Roy Head	Treat Her Right	1965/09/18	2	11	25	26	1125
RoyOrbison_CrySoftlyLonelyOne_1967	Roy Orbison	Cry Softly Lonely One	1967/08/26	52	6	54	53	64
RunDMC_WalkThisWay_1986	Run-D.M.C.	Walk This Way	1986/08/02	4	16	56	55	879
Rush_TheSpiritOfRadio_1980	Rush	The Spirit Of Radio	1980/03/08	51	8	60	62	105
Sagittarius_MyWorldFellDown_1967	Sagittarius	My World Fell Down	1967/07/22	70	5	70	70	1182
SammyHagar_GiveToLive_1987	Sammy Hagar	Give To Live	1987/07/11	23	17	52	52	465
SammyHagar_ICantDrive55_1984	Sammy Hagar	I Can't Drive 55	1984/11/17	26	16	27	27	353
Santana_EvilWays_1970	Santana	Evil Ways	1970/04/04	9	13	18	18	364
SantoAndJohnny_SleepWalk_1959	Santo & Johnny	Sleep Walk	1959/08/24, 1959/08/10	1, 1	18, 18	8, 53	8, 55	157, 603
Shannon_LetTheMusicPlay_1984	Shannon	Let The Music Play	1984/01/14	8	24	26	26	1279
ShirleyBrown_WomanToWoman_1975	Shirley Brown	Woman To Woman	1975/01/25	22	14	53	54	400
SimonAndGarfunkel_AHazyShadeOfWinter_1966	Simon & Garfunkel	A Hazy Shade Of Winter	1966/11/26	13	9	18	17	1121
SimonAndGarfunkel_Cecilia_1970	Simon & Garfunkel	Cecilia	1970/05/30	4	13	4	4	560
SimonAndGarfunkel_ElCondorPasa_1970	Simon & Garfunkel	El Condor Pasa	1970/09/26	18	11	38	38	1261
SimonAndGarfunkel_FakinIt_1967	Simon & Garfunkel	Fakin' It	1967/09/16	23	8	65	65	947
SimonAndGarfunkel_MrsRobinson_1968	Simon & Garfunkel	Mrs. Robinson	1968/06/01	1	13	2	1	616
SimonAndGarfunkel_TheSoundsOfSilence_1965	Simon & Garfunkel	The Sounds Of Silence	1965/12/11	1	14	27	26	1153
SimpleMinds_SanctifyYourself_1986	Simple Minds	Sanctify Yourself	1986/03/22	14	14	12	14	254
SlyAndTheFamilyStone_HotFunInTheSummertime_1969	Sly & The Family Stone	Hot Fun In The Summertime	1969/11/15	2	16	12	12	70
SlyAndTheFamilyStone_IWantToTakeYouHigher_1969	Sly & The Family Stone	I Want To Take You Higher	1969/06/28	38	16	59	60	614
SmokeyRobinson_Cruisin_1980	Smokey Robinson	Cruisin'	1980/03/01, 1980/03/08, 1979/12/01	4, 4, 4	25, 25, 25	5, 15, 29	7, 15, 28	307, 1133, 1162
Snap_ThePower_1990	Snap	The Power	1990/06/09, 1990/05/26	2, 2	22, 22	30, 52	28, 50	40, 742
SoftCell_TaintedLove_1982	Soft Cell	Tainted Love	1982/01/30	8	43	75	73	654
SolomonBurke_IfYouNeedMe_1963	Solomon Burke	If You Need Me	1963/04/20, 1963/06/29	37, 37	11, 11	93, 67	91, 69	160, 172
SonnyAndCher_ACowboysWorkIsNeverDone_1972	Sonny & Cher	A Cowboys Work Is Never Done	1972/04/15	8	13	10	10	1147
SonnyAndCher_AllIEverNeedIsYou_1971	Sonny & Cher	All I Ever Need Is You	1971/12/11	7	15	8	8	950
SonnyAndCher_BabyDontGo_1965	Sonny & Cher	Baby Don't Go	1965/09/18	8	12	23	22	1212
SpandauBallet_True_1983	Spandau Ballet	TRUE	1983/08/20	4	18	41	42	91
StephanieMills_NeverKnewLoveLikeThisBefore_1980	Stephanie Mills	Never Knew Love Like This Before	1980/12/06	6	25	33	33	1112
Steppenwolf_BornToBeWild_1968	Steppenwolf	Born To Be Wild	1968/10/05	2	13	22	23	841
SteveMillerBand_RocknMe_1976	Steve Miller Band	Rock'n Me	1976/09/25	1	18	20	21	1249
SteveMillerBand_TheJoker_1973	Steve Miller Band	The Joker	1973/11/10, 1974/01/19	1, 1	20, 20	44,  1	46,  2	29, 504
SteveWinwood_BackInTheHighLifeAgain_1987	Steve Winwood	Back In The High Life Again	1987/09/05	13	21	36	37	207
SteveWinwood_DontYouKnowWhatTheNightCanDo_1988	Steve Winwood	Don't You Know What The Night Can Do?	1988/10/15	6	17	7	7	889
StevieB_BecauseILoveYou_1991	Stevie B	Because I Love You (The Postman Song)	1991/02/16, 1991/02/23	1, 1	23, 23	50, 63	49, 65	242, 782
StevieWonder_DoIDo_1982	Stevie Wonder	Do I Do	1982/07/10	13	14	13	13	736
StevieWonder_HigherGround_1973	Stevie Wonder	Higher Ground	1973/09/01	4	14	29	30	625
StevieWonder_IfYouReallyLoveMe_1971	Stevie Wonder	If You Really Love Me	1971/09/04	8	14	36	37	631
StevieWonder_ThatGirl_1982	Stevie Wonder	That Girl	1982/01/16, 1982/03/06	4, 4	18, 18	70,  6	72,  5	683, 768
Sting_AllThisTime_1991	Sting	All This Time	1991/02/23	5	15	14	13	1012
Sting_IfYouLoveSomebodySetThemFree_1985	Sting	If You Love Somebody Set Them Free	1985/08/10	3	18	2	3	384
StrayCats_IWontStandInYourWay_1983	Stray Cats	I Won't Stand In Your Way	1983/11/19	35	12	50	48	1197
StrayCats_RockThisTown_1982	Stray Cats	Rock This Town	1982/11/27, 1983/01/29	9, 9	21, 21	13, 84	12, 85	1102, 1150
SwinginMedallions_DoubleShot_1966	Swingin' Medallions	Double Shot (Of My Baby's Love)	1966/04/30	17	13	93	92	549
Switch_TherellNeverBe_1978	Switch	There'll Never Be	1978/11/25	36	13	41	41	1078
TalkingHeads_AndSheWas_1985	Talking Heads	And She Was	1985/12/07, 1985/11/30	54, 54	20, 20	88, 66	87, 65	23, 870
TalkingHeads_BurningDownTheHouse_1983	Talking Heads	Burning Down The House	1983/08/20	9	20	53	54	844
TanyaTucker_HeresSomeLove_1976	Tanya Tucker	Here's Some Love	1976/10/09	82	5	88	87	19
TeddyPendergrass_IDontLoveYouAnymore_1977	Teddy Pendergrass	I Don't Love You Anymore	1977/06/25	41	14	51	51	797
TenYearsAfter_IdLoveToChangeTheWorld_1971	Ten Years After	I'd Love To Change The World	1971/11/13, 1971/10/02	40, 40	12, 12	42, 86	42, 86	248, 751
TevinCampbell_TellMeWhatYouWantMeToDo_1991	Tevin Campbell	Tell Me What You Want Me To Do	1991/11/16	6	25	74	74	1145
The5thDimension_GoWhereYouWannaGo_1967	The 5th Dimension	Go Where You Wanna Go	1967/01/21	16	10	70	71	330
The5thDimension_IDidntGetToSleepAtAll_1972	The 5th Dimension	(Last Night) I Didn't Get To Sleep At All	1972/04/29	8	16	33	34	265
The5thDimension_IfICouldReachYou_1972	The 5th Dimension	If I Could Reach You	1972/09/23	10	15	47	47	433
The5thDimension_NeverMyLove_1971	The 5th Dimension	Never My Love	1971/11/20	12	11	18	19	22
The5thDimension_OneLessBellToAnswer_1971	The 5th Dimension	One Less Bell To Answer	1971/02/13	2	19	12	13	1127
TheAlanParsonsProject_EyeInTheSky_1982	The Alan Parsons Project	Eye In The Sky	1982/07/31	3	25	33	35	956
TheAllmanBrothersBand_StraightFromTheHeart_1981	The Allman Brothers Band	Straight From The Heart	1981/09/19	39	11	39	39	798
TheAmboyDukes_JourneyToTheCenterOfTheMind_1968	The Amboy Dukes	Journey To The Center Of The Mind	1968/07/20	16	12	46	47	828
TheAnimals_SanFranciscanNights_1967	The Animals	San Franciscan Nights	1967/09/16	9	10	9	9	168
TheBabys_EveryTimeIThinkOfYou_1979	The Babys	Every Time I Think Of You	1979/02/03	13	16	37	37	1070
TheBand_LifeIsACarnival_1971	The Band	Life Is A Carnival	1971/11/20	72	6	77	75	234
TheBeachBoys_BluebirdsOverTheMountain_1969	The Beach Boys	Bluebirds Over The Mountain	1969/01/11	61	6	63	62	427
TheBeachBoys_InMyRoom_1963	The Beach Boys	In My Room	1963/11/23	23	11	44	44	270
TheBeachBoys_Kokomo_1988	The Beach Boys	Kokomo (from the film Cocktail)	1988/09/17	1	28	57	58	974
TheBeachBoys_SailOnSailor_1975	The Beach Boys	Sail On Sailor	1975/06/07	49	17	77	79	239
TheBeachBoys_StillCruisin_1989	The Beach Boys	Still Cruisin	1989/09/02	93	3	96	95	228
TheBeachBoys_SurfinSafari_1962	The Beach Boys	Surfin' Safari	1962/08/18	14	17	77	79	838
TheBeachBoys_Wendy_1964	The Beach Boys	Wendy	1964/11/21	44	6	56	56	479
TheBeatles_AHardDaysNight_1964	The Beatles	A Hard Day's Night	1964/09/19	1	13	12	12	1142
TheBeatles_ComeTogether_1969	The Beatles	Come Together	1969/10/25	1	16	13	13	473
TheBeatles_DoYouWantToKnowASecret_1964	The Beatles	Do You Want To Know A Secret	1964/03/28	2	11	80	78	302
TheBeatles_EightDaysAWeek_1965	The Beatles	Eight Days A Week	1965/03/27	1	10	2	4	727
TheBeatles_Help_1965	The Beatles	Help!	1965/10/30	1	13	33	32	1244
TheBeatles_IDontWantToSpoilTheParty_1965	The Beatles	I Don't Want To Spoil The Party	1965/03/20	39	6	40	39	1213
TheBeatles_ISawHerStandingThere_1964	The Beatles	I Saw Her Standing There	1964/02/15	14	11	56	54	853
TheBeatles_LoveMeDo_1964	The Beatles	Love Me Do	1964/07/11	1	14	23	24	50
TheBeatles_ObLaDiObLaDa_1976	The Beatles	Ob-La-Di, Ob-La-Da	1976/12/11	49	7	49	49	1107
TheBeatles_ShesAWoman_1964	The Beatles	She's A Woman	1964/12/12	4	9	30	29	1193
TheBoxTops_CryLikeABaby_1968	The Box Tops	Cry Like A Baby	1968/04/20	2	15	1	3	935
TheBoys_DialMyHeart_1988	The Boys	Dial My Heart	1988/12/24	13	19	46	46	78
TheBuckinghams_KindOfADrag_1967	The Buckinghams	Kind Of A Drag	1967/01/07	1	13	66	66	369
TheByrds_EightMilesHigh_1966	The Byrds	Eight Miles High	1966/06/04	14	9	33	32	111
TheByrds_GoinBack_1967	The Byrds	Goin' Back	1967/11/18	89	3	92	94	1033
TheCastaways_LiarLiar_1965	The Castaways	Liar, Liar	1965/10/09	12	14	18	18	848
TheChiffons_HesSoFine_1963	The Chiffons	He's So Fine	1963/03/09	1	15	17	19	1292
TheChiffons_SweetTalkinGuy_1966	The Chiffons	Sweet Talkin' Guy	1966/05/07	10	10	88	86	26
TheContours_DoYouLoveMe_1988	The Contours	Do You Love Me	1988/06/18, 1962/11/10, 1988/07/09	3, 3, 3	34, 34, 34	57,  7, 28	58,  9, 28	66, 335, 849
TheCowsills_Hair_1969	The Cowsills	Hair	1969/03/15	2	15	85	84	770
TheCowsills_SilverThreadsAndGoldenNeedles_1969	The Cowsills	Silver Threads And Golden Needles	1969/10/18	74	7	83	84	474
TheCrystals_HesARebel_1962	The Crystals	He's A Rebel	1962/12/08, 1962/09/29	1, 1	18, 18	12, 44	11, 44	404, 1091
TheCrystals_TheresNoOther_1961	The Crystals	There's No Other (Like My Baby)	1961/11/20	20	9	91	92	1094
TheCure_JustLikeHeaven_1988	The Cure	Just Like Heaven	1988/02/13	40	19	93	92	359
TheDoobieBrothers_EchoesOfLove_1977	The Doobie Brothers	Echoes Of Love	1977/10/29	66	7	78	76	1200
TheDoors_RidersOnTheStorm_1971	The Doors	Riders On The Storm	1971/07/24	14	12	41	39	945
TheDramatics_HeyYouGetOffMyMountain_1973	The Dramatics	Hey You! Get Off My Mountain	1973/05/26	43	12	64	65	1020
TheDrifters_OnBroadway_1963	The Drifters	On Broadway	1963/03/30, 1963/04/06	9, 9	10, 10	54, 36	56, 37	461, 781
TheEagles_AlreadyGone_1974	The Eagles	Already Gone	1974/05/04	32	15	99	97	209
TheEagles_BestOfMyLove_1975	The Eagles	Best Of My Love	1975/02/22	1	19	4	2	1061
TheEagles_LyinEyes_1975	The Eagles	Lyin' Eyes	1975/10/04	2	14	19	18	296
TheEagles_TheLongRun_1980	The Eagles	The Long Run	1980/03/15	8	15	99	99	591
TheElectricPrunes_IHadTooMuchToDream_1967	The Electric Prunes	I Had Too Much To Dream (Last Night)	1967/01/07	11	14	49	47	134
TheEverlyBrothers_BirdDog_1958	The Everly Brothers	Bird Dog	1958/12/01, 1958/08/18	2, 2	19, 19	79, 16	78, 17	322, 733
TheEverlyBrothers_EbonyEyes_1961	The Everly Brothers	Ebony Eyes	1961/04/10, 1961/03/13	8, 8	12, 12	30,  7	31,  9	1116, 1297
TheEverlyBrothers_OnTheWingsOfANightingale_1984	The Everly Brothers	On The Wings Of A Nightingale	1984/11/03	50	12	87	88	809
TheEverlyBrothers_ThatsOldFashioned_1962	The Everly Brothers	That's Old Fashioned (That's The Way Love Should Be)	1962/06/30	9	9	10	12	1248
TheEverlyBrothers_WalkRightBack_1961	The Everly Brothers	Walk Right Back	1961/05/01	7	13	52	50	153
TheFabulousThunderbirds_TuffEnuff_1986	The Fabulous Thunderbirds	Tuff Enuff	1986/06/28	10	19	14	15	1062
TheFalcons_IFoundALove_1962	The Falcons	I Found A Love	1962/05/26	75	9	75	75	580
TheFireballs_SugarShack_1963	The Fireballs	Sugar Shack	1963/12/14	1	15	13	13	674
TheGregKihnBand_HappyMan_1982	The Greg Kihn Band	Happy Man	1982/05/22	62	7	88	86	1246
TheGregKihnBand_Lucky_1985	The Greg Kihn Band	Lucky	1985/02/16	30	12	70	72	1027
TheHollies_CarrieAnne_1967	The Hollies	Carrie-Anne	1967/08/26	9	13	18	18	477
TheHollies_LongDarkRoad_1972	The Hollies	Long Dark Road	1972/11/18	26	11	51	52	290
TheIsleyBrothers_ItsYourThing_1969	The Isley Brothers	It's Your Thing	1969/06/07	2	14	19	19	391
TheJacksons_DancingMachine_1974	The Jacksons	Dancing Machine	1974/08/10	2	22	68	69	985
TheJGeilsBand_FreezeFrame_1982	The J. Geils Band	Freeze-Frame	1982/03/20	4	16	19	18	1002
TheJacksons_IWantYouBack_1969	The Jacksons	I Want You Back	1969/11/29	1	19	49	51	1178
TheJGeilsBand_JustCantWait_1980	The J. Geils Band	Just Can't Wait	1980/08/02	78	5	91	90	21
TheJGeilsBand_LookingForALove_1972	The J. Geils Band	Looking For A Love	1972/01/29, 1972/01/22	39, 39	10, 10	44, 40	45, 39	662, 664
TheJGeilsBand_MustOfGotLost_1974	The J. Geils Band	Must Of Got Lost	1974/12/07	12	11	24	24	1069
TheJGeilsBand_OneLastKiss_1978	The J. Geils Band	One Last Kiss	1978/12/02	35	13	65	65	478
TheKendalls_HeavensJustASinAway_1977	The Kendalls	Heaven's Just A Sin Away	1977/11/19	69	7	78	80	671
TheKinks_BetterThings_1981	The Kinks	Better Things	1981/12/05	92	8	99	97	443
TheKinks_TillTheEndOfTheDay_1966	The Kinks	Till The End Of The Day	1966/04/23	50	8	60	61	904
TheLas_ThereSheGoes_1991	The La's	There She Goes	1991/07/27	49	10	80	80	1289
ThelmaHouston_DontLeaveMeThisWay_1977	Thelma Houston	Don't Leave Me This Way	1977/05/28	1	24	65	64	1086
TheMeters_LookKaPyPy_1970	The Meters	Look-Ka Py Py	1970/01/31	56	10	56	56	1096
TheMiracles_BabyBabyDontCry_1969	The Miracles	Baby, Baby Don't Cry	1969/03/22, 1969/01/04	8, 8	14, 14	17, 54	17, 53	481, 1186
TheMiracles_IDontBlameYouAtAll_1971	The Miracles	I Don't Blame You At All	1971/04/03	18	12	52	50	582
TheMiracles_ISecondThatEmotion_1968	The Miracles	I Second That Emotion	1968/01/20	4	15	7	8	946
TheMiracles_MightyGoodLovin_1961	The Miracles	Mighty Good Lovin'	1961/08/14	51	6	51	51	1134
TheMoments_WalkRightIn_1963	The Moments	Walk Right In	1963/01/12	82	5	98	100	554
TheMusicExplosion_LittleBitOSoul_1967	The Music Explosion	Little Bit O' Soul	1967/05/20	2	16	73	73	467
TheMusicMachine_ThePeopleInMe_1967	The Music Machine	The People In Me	1967/01/28	66	8	99	100	643
TheOJays_LoveTrain_1973	The O'Jays	Love Train	1973/04/21	1	14	29	28	202
TheOsmonds_OneBadApple_1971	The Osmonds	One Bad Apple	1971/01/09	1	15	65	64	432
ThePointerSisters_HesSoShy_1980	The Pointer Sisters	He's So Shy	1980/08/09	3	26	61	62	663
ThePointerSisters_Jump_1984	The Pointer Sisters	Jump (for My Love)	1984/05/26, 1984/04/28	3, 3	24, 24	22, 64	22, 62	448, 850
ThePolice_DontStandSoCloseToMe_1981	The Police	Don't Stand So Close To Me	1981/03/21, 1981/04/04	10, 10	18, 18	14, 11	15, 12	492, 881
ThePolice_EveryLittleThingSheDoesIsMagic_1981	The Police	Every Little Thing She Does Is Magic	1981/12/26	3	19	18	20	293
ThePolice_SpiritsInTheMaterialWorld_1982	The Police	Spirits In The Material World	1982/03/27	11	13	30	31	148
ThePowerStation_SomeLikeItHot_1985	The Power Station	Some Like It Hot	1985/04/06	6	18	25	24	44
TheRascals_PeopleGotToBeFree_1968	The Rascals	People Got To Be Free	1968/07/20	1	14	66	64	191
TheRembrandts_Someone_1991	The Rembrandts	Someone	1991/06/01	78	10	91	93	414
TheRighteousBrothers_SoulAndInspiration_1966	The Righteous Brothers	(You're My) Soul And Inspiration	1966/03/05, 1966/03/26	1, 1	13, 13	92,  9	90,  8	785, 1151
TheRighteousBrothers_UnchainedMelody_1965	The Righteous Brothers	Unchained Melody	1965/08/14, 1990/10/20	4, 13	13, 44	6, 25	6, 25	587, 1007
TheRitchieFamily_TheBestDiscoInTown_1976	The Ritchie Family	The Best Disco In Town	1976/10/23	17	20	26	25	925
TheRobertCrayBand_SmokingGun_1987	The Robert Cray Band	Smoking Gun	1987/03/07, 1987/03/07	22, 22	14, 14	56, 58	56, 56	55, 329
TheRollingStones_Dandelion_1967	The Rolling Stones	Dandelion	1967/09/16	14	8	43	42	264
TheRollingStones_DooDooDooDooDoo_1974	The Rolling Stones	Doo Doo Doo Doo Doo (Heartbreaker)	1974/03/02	15	11	25	25	345
TheRollingStones_GoingToAGoGo_1982	The Rolling Stones	Going To A Go-Go	1982/06/12	25	11	67	66	512
TheRollingStones_HaveYouSeenYourMotherBabyStandingInTheShadow_1966	The Rolling Stones	Have You Seen Your Mother, Baby, Standing In The Shadow?	1966/11/12	9	7	17	16	244
TheRollingStones_HonkyTonkWomen_1969	The Rolling Stones	Honky Tonk Women	1969/07/19, 1969/10/04	1, 1	15, 15	78,  7	79,  6	229, 1266
TheRollingStones_ItsOnlyRockNRoll_1974	The Rolling Stones	It's Only Rock 'N Roll (But I Like It)	1974/09/14	16	10	17	17	39
TheRollingStones_MissYou_1978	The Rolling Stones	Miss You	1978/07/29	1	20	3	3	958
TheRollingStones_NotFadeAway_1964	The Rolling Stones	Not Fade Away	1964/06/13	48	13	76	78	457
TheRollingStones_TimeIsOnMySide_1964	The Rolling Stones	Time Is On My Side	1964/11/14, 1964/11/07, 1964/10/24	6, 6, 6	13, 13, 13	18, 31, 64	18, 30, 65	387, 597, 780
TheRollingStones_TumblingDice_1972	The Rolling Stones	Tumbling Dice	1972/06/24	7	10	24	24	130
TheRollingStones_WaitingOnAFriend_1982	The Rolling Stones	Waiting On A Friend	1982/01/09, 1982/02/27	13, 13	15, 15	19, 34	20, 35	278, 332
TheRollingStones_WildHorses_1971	The Rolling Stones	Wild Horses	1971/06/19	28	8	83	85	94
TheRonettes_BeMyBaby_1963	The Ronettes	Be My Baby	1963/09/28, 1963/09/28	2, 2	13, 13	1, 3	3, 3	120, 903
TheShirelles_WillYouLoveMeTomorrow_1961	The Shirelles	Will You Love Me Tomorrow	1961/01/09	1	19	6	5	1239
TheSopwithCamel_HelloHello_1967	The Sopwith Camel	Hello Hello	1967/01/07	26	10	63	65	964
TheStapleSingers_CityInTheSky_1974	The Staple Singers	City In The Sky	1974/08/31	79	7	82	81	497
TheStapleSingers_IllTakeYouThere_1972	The Staple Singers	I'll Take You There	1972/07/01	1	15	12	12	46
TheStringALongs_Wheels_1961	The String-A-Longs	Wheels	1961/02/06, 1961/04/03, 1961/02/06	3, 3, 3	16, 16, 16	32, 12, 33	32, 12, 32	147, 318, 863
TheSupremes_FloyJoy_1972	The Supremes	Floy Joy	1972/01/08	16	12	100	98	320
TheSupremes_StonedLove_1970	The Supremes	Stoned Love	1970/11/07	7	14	61	61	649
TheTeeSet_MaBelleAmie_1970	The Tee Set	Ma Belle Amie	1970/01/24	5	12	83	83	109
TheTemptations_AintTooProudToBeg_1966	The Temptations	Ain't Too Proud To Beg	1966/08/20	13	13	41	42	468
TheTemptations_IWishItWouldRain_1968	The Temptations	I Wish It Would Rain	1968/02/24	4	14	4	4	900
TheTrammps_DiscoInferno_1977	The Trammps	Disco Inferno	1977/03/12, 1977/04/16	11, 11	29, 29	80, 54	79, 53	546, 1016
TheTurtles_HappyTogether_1967	The Turtles	Happy Together	1967/04/22	1	15	2	2	1290
TheVentures_Perfidia_1960	The Ventures	Perfidia	1960/11/07	15	13	44	44	926
TheWeatherGirls_ItsRainingMen_1983	The Weather Girls	It's Raining Men	1983/01/29	46	11	80	78	651
TheWho_HappyJack_1967	The Who	Happy Jack	1967/04/22	24	9	82	83	891
TheWho_PinballWizard_1969	The Who	Pinball Wizard	1969/04/26	19	11	48	46	421
TheYardbirds_HeartFullOfSoul_1965	The Yardbirds	Heart Full Of Soul	1965/07/31	9	12	86	86	579
TheYardbirds_ShapesOfThings_1966	The Yardbirds	Shapes Of Things	1966/05/28	11	11	36	36	990
TheYoungbloods_GetTogether_1969	The Youngbloods	Get Together	1969/09/06, 1969/09/20	5, 5	25, 25	5, 8	5, 7	72, 1136
TinaTurner_PrivateDancer_1985	Tina Turner	Private Dancer	1985/05/11, 1985/03/09, 1985/04/27	7, 7, 7	18, 18, 18	78, 17, 65	80, 15, 64	524, 1098, 1183
TinaTurner_TheBest_1989	Tina Turner	The Best	1989/11/04	15	14	14	15	348
TinaTurner_WeDontNeedAnotherHero_1985	Tina Turner	We Don't Need Another Hero (Thunderdome)	1985/09/07	2	18	1	3	1031
