Filename	Artist	Title	Prexisting data?	Transcriber	Transcription Date	Comments	ChangesToMcGillTranscription
NittyGrittyDirtBand_BuyForMeTheRain_1967	Nitty Gritty Dirt Band	Buy For Me The Rain	_	Jonathan Eldridge	1/13/20	_	_
NittyGrittyDirtBand_MakeALittleMagic_1980	Nitty Gritty Dirt Band	Make A Little Magic	_	_	_	_	_
OakRidgeBoys_Elvira_1981	Oak Ridge Boys	Elvira	midi	Jonathan Eldridge	2020-05-??	_	"Moved key change one measure earlier. Renamed second ""chorus"" -> ""bridge."" Also, I don't think it makes sense to interpret the neighboring chord figuraion as truly a move to F major chord."
Ocean_PutYourHandInTheHand_1971	Ocean	Put Your Hand In The Hand	_	_	_	_	_
Oliver_GoodMorningStarshine_1969	Oliver	Good Morning Starshine	_	Jonathan Eldridge	5/7/20	At the 'good morning' portions, there is an extra syllable in between 'good' and 'morning' used as a sort of turnaround between the words, which I notated as 'dm'. According to the lyrics it's just 'as we sing' but he definitely reemphasizes 'sing', so I put 'singing' Towards the improvised ending portion there's a line that says 'song a' sing', although one of the versions of the lyrics I found said 'the' instead of 'a' but some versions of lyrics didn't include the ending portion at all, so I put what I heard. The key is in between B and Bb; I (Nat) transposed Jonathan's transcription down to the McGill Bb.	_
OtisRedding_TheDockOfTheBay_1968	Otis Redding	(Sittin' On) The Dock Of The Bay	midi	Claire Arthur	2/15/16	mm.39-40 are approximated; unvoiced syllables in m.44 and m.48 were omitted.	_
OtisRedding_ChainedAndBound_1964	Otis Redding	Chained And Bound	_	_	_	_	_
OtisRedding_IveBeenLovingYouTooLong_1965	Otis Redding	I've Been Loving You Too Long (To Stop Now)	midi	_	_	_	_
PaperLace_TheNightChicagoDied_1974	Paper Lace	The Night Chicago Died	midi	_	_	_	_
PatBenatar_FireAndIce_1981	Pat Benatar	Fire And Ice	midi	_	_	_	_
PatBenatar_Heartbreaker_1980	Pat Benatar	Heartbreaker	midi	Nat Condit-Schultz	2/7/17	Instrumental break sections?	Add rhythmic detail; change key to Eb in bridge
PatBenatar_LittleTooLate_1983	Pat Benatar	Little Too Late	_	_	_	_	_
PatBenatar_LoveIsABattlefield_1983	Pat Benatar	Love Is A Battlefield	midi	_	_	_	_
PatBenatar_PromisesInTheDark_1981	Pat Benatar	Promises In The Dark	_	_	_	_	_
PatrickHernandez_BornToBeAlive_1979	Patrick Hernandez	Born To Be Alive	midi	_	_	_	_
PaulAnka_LetMeGetToKnowYou_1974	Paul Anka	Let Me Get To Know You	_	_	_	_	_
PaulAnka_LoveMeWarmAndTender_1962	Paul Anka	Love Me Warm And Tender	_	_	_	_	_
PaulMcCartney_MaybeImAmazed_1977	Paul McCartney	Maybe I'm Amazed	midi	Hubert Leveille Gauvin	2/21/16	Some challenging measures with vocal improv. I had to right an aproximation.	The McGill file is in 4/4 but it should be in 12/8.
PaulMcCartney_Press_1986	Paul McCartney	Press	_	_	_	_	_
PaulMcCartney_WithALittleLuck_1978	Paul McCartney	With A Little Luck	midi	_	_	_	_
PaulMcCartneyAndWings_MyLove_1973	Paul McCartney & Wings	My Love	midi	Nat Condit-Schultz	1/20/16	Lots of microtiming; big fermata at end is making last few measures misalign with McGill measure #	_
PaulRevereAndTheRaiders_Kicks_1966	Paul Revere & The Raiders	Kicks	_	Nat Condit-Schultz	2/25/16	_	_
PaulSimon_50WaysToLeaveYourLover_1976	Paul Simon	50 Ways To Leave Your Lover	midi	Nat Condit-Schultz	1/31/16	_	_
PaulSimon_YouCanCallMeAl_1986	Paul Simon	You Can Call Me Al	midi	_	_	_	_
PeachesAndHerb_ShakeYourGrooveThing_1978	Peaches & Herb	Shake Your Groove Thing	_	_	_	_	_
PeggyLee_Fever_1958	Peggy Lee	Fever	midi	Jonathan Eldridge	5/10/20	"It's hard jazz, and so many vocal phrases are done in extremely loose time--triplets across barlines, etc.; I did what I could, but they don't fit into any reasonable exact time Straight 8ths, ""fever"" in mm 60 ""To my"", mm 89, in between straight and swung"	_
PeggyLee_IsThatAllThereIs_1969	Peggy Lee	Is That All There Is	midi	_	_	_	_
PetShopBoys_AlwaysOnMyMind_1988	Pet Shop Boys	Always on My Mind	midi	Jonathan Eldridge	4/24/20	At several points in the melody, mainly on 8th note lines, there are the most minute of shifts, usually behind the beat As specified, I generally didn't notate these, except where they were dramatic or crossed barlines. With such a dense instrumental, it was hard to tell harmonized parts--sometimes you can hear four part, but usually just three, so rather than assuming a fourth part I transcribed what was audible.	_
PetShopBoys_LoveComesQuickly_1986	Pet Shop Boys	Love Comes Quickly	midi	_	_	_	_
PetShopBoys_WhatHaveIDoneToDeserveThis_1988	Pet Shop Boys	What Have I Done To Deserve This?	_	Claire Arthur	2/16/16	Chorus is entirely spoken, so I omitted it. It comes back three times.	_
PetShopBoys_WhereTheStreetsHaveNoName_1991	Pet Shop Boys	Where The Streets Have No Name	_	_	_	_	_
PeterGabriel_ShockTheMonkey_1982	Peter Gabriel	Shock The Monkey	midi	Jonathan Eldridge	6/1/20	_	_
PhilCollins_TwoHearts_1989	Phil Collins	Two Hearts	midi	Claire Arthur	2/1/16	swing 8ths	_
PinkFloyd_AnotherBrickInTheWall_1980	Pink Floyd	Another Brick In The Wall (Part II)	midi	Nat Condit-Schultz	2/21/16	_	_
PinkFloyd_Money_1973	Pink Floyd	Money	midi	Jonathan Eldridge	1/14/20	Melody is, for the most part, sung rhythmically freely,so rhythms are approximate	This had to be trimmed a lot (mostly the solo) to match the single version. Also, the refrain section should really be 4/4 4/4 6/4, not two measures of 7/4...so I changed that.
Player_BabyComeBack_1978	Player	Baby Come Back	midi	_	_	_	_
Poison_UnskinnyBop_1990	Poison	Unskinny Bop	midi	_	_	_	_
Prince_TheArmsOfOrion_1989	Prince (With Sheena Easton)	The Arms Of Orion	midi	_	_	_	_
PsychedelicFurs_PrettyInPink_1986	Psychedelic Furs	Pretty In Pink	_	_	_	_	_
PurePrairieLeague_Amie_1975	Pure Prairie League	Amie	_	_	_	_	_
Quarterflash_HardenMyHeart_1982	Quarterflash	Harden My Heart	midi	Nat Condit-Schultz	1/23/16	_	_
Queen_WeAreTheChampions_1978	Queen	We Are The Champions	midi	Nat Condit-Schultz	2/24/17	Should be 6/8, but is written in 4/4. Key change in chorus!	B-m chord is B-M. D:maj is D:min
Queensryche_SilentLucidity_1991	Queensryche	Silent Lucidity	midi	Nat Condit-Schultz	1/25/17	Measure 64 seems to be extra	Add key change to C in bridge'; add rhythmic anticipations (8th notes) starting around measure 62; Check chord qualities in 63-70...Cmin65 in 63 is really just Eb throughout with string melody
RDeanTaylor_IndianaWantsMe_1970	R. Dean Taylor	Indiana Wants Me	_	_	_	_	_
RandyVanwarmer_JustWhenINeededYouMost_1979	Randy Vanwarmer	Just When I Needed You Most	_	_	_	_	_
RareEarth_GetReady_1970	Rare Earth	Get Ready	midi	_	_	_	_
RayCharles_TheRightTime_1959	Ray Charles	(Night Time Is) The Right Time	_	_	_	_	_
RayCharles_CryingTime_1965	Ray Charles	Crying Time	midi	_	_	_	_
RayCharles_EleanorRigby_1968	Ray Charles	Eleanor Rigby	_	_	_	_	_
RayCharles_LetsGoGetStoned_1966	Ray Charles	Let's Go Get Stoned	_	_	_	_	_
RayParkerJr_Ghostbusters_1984	Ray Parker Jr.	Ghostbusters	midi	_	_	_	_
RayPrice_ForTheGoodTimes_1970	Ray Price	For The Good Times	midi	_	_	_	_
Redbone_ComeAndGetYourLove_1974	Redbone	Come And Get Your Love	midi	_	_	_	_
REOSpeedwagon_TimeForMeToFly_1980	REO Speedwagon	Time For Me To Fly	midi	Nat Condit-Schultz	4/21/17	_	Rename sections? Prechorus->Chorus, Chorus->Bridge; Add rhythmic detail to chord
RickDerringer_RockAndRollHoochieKoo_1974	Rick Derringer	Rock And Roll, Hoochie Koo 	midi	_	_	_	_
RickJames_GiveItToMeBaby_1981	Rick James	Give It To Me Baby	_	_	_	_	_
RickJames_SuperFreak_1981	Rick James	Super Freak (Part I)	_	Nat Condit-Schultz	8/16/16	This song is very sing-songy...could use a second go over, and probably should add some of the background parts (Call and response)	_
RickSpringfield_DontTalkToStrangers_1982	Rick Springfield	Don't Talk To Strangers	_	_	_	_	_
RickSpringfield_JessiesGirl_1981	Rick Springfield	Jessie's Girl	_	_	_	_	_
RitaCoolidge_HigherAndHigher_1977	Rita Coolidge	(Your Love Has Lifted Me) Higher And Higher	_	_	_	_	_
RitaCoolidge_Fever_1973	Rita Coolidge	Fever	midi	_	_	_	_
RitaCoolidge_TheWayYouDoTheThingsYouDo_1978	Rita Coolidge	The Way You Do The Things You Do	_	_	_	_	_
RitaCoolidge_WereAllAlone_1977	Rita Coolidge	We're All Alone	midi	_	_	_	_
RobBase_ItTakesTwo_1988	Rob Base	It Takes Two	_	_	_	_	_
RobertJohn_LonelyEyes_1980	Robert John	Lonely Eyes	_	_	_	_	_
RobertJohn_SadEyes_1979	Robert John	Sad Eyes	_	_	_	_	_
RobertPalmer_AddictedToLove_1986	Robert Palmer	Addicted To Love	midi	_	_	_	_
RobertaFlack_FeelLikeMakinLove_1974	Roberta Flack	Feel Like Makin' Love	midi	_	_	_	_
RobertaFlackAndDonnyHathaway_YouveGotAFriend_1971	Roberta Flack & Donny Hathaway	You've Got A Friend	_	_	_	_	_
RockAndHyde_DirtyWater_1987	Rock And Hyde	Dirty Water	_	_	_	_	_
Rockwell_SomebodysWatchingMe_1984	Rockwell	Somebody's Watching Me	_	Jonathan Eldridge	4/24/20	"During the intro and """"bridge"""" there's a vocoder voice, which reappeared with Michael Jackson's voice in seemingly several octaves, so I notated it how I heard it"	_
RodBernard_ThisShouldGoOnForever_1959	Rod Bernard	This Should Go On Forever	_	_	_	_	_
RodStewart_MaggieMay_1971	Rod Stewart	Maggie May	midi	_	_	_	_
RodStewart_TwistinTheNightAway_1987	Rod Stewart	Twistin' The Night Away (from the film Innerspace)	_	_	_	_	_
RogerMiller_YouCantRollerSkateInABuffaloHerd_1966	Roger Miller	You Can't Roller Skate In A Buffalo Herd	midi	Claire Arthur	2/23/16	mm73-74; 79-80 spoken, pitches and lyrics omitted.	_
RonnieMilsap_IWouldntHaveMissedItForTheWorld_1981	Ronnie Milsap	I Wouldn't Have Missed It For The World	_	_	_	_	_
Roxette_TheLook_1989	Roxette	The Look	midi	Nat Condit-Schultz	3/3/17	_	_
RoxyMusic_DanceAway_1979	Roxy Music	Dance Away	midi	_	_	_	_
RoyDrusky_ThreeHeartsInATangle_1961	Roy Drusky	Three Hearts In A Tangle	midi	_	_	_	_
RoyHead_TreatHerRight_1965	Roy Head	Treat Her Right	_	_	_	_	_
RoyOrbison_CrySoftlyLonelyOne_1967	Roy Orbison	Cry Softly Lonely One	_	_	_	_	_
RunDMC_WalkThisWay_1986	Run-D.M.C.	Walk This Way	_	_	_	_	_
Rush_TheSpiritOfRadio_1980	Rush	The Spirit Of Radio	midi	Nat Condit-Schultz	1/22/17	"Unsure about timing in beginning, but not important?; Rhythmic detail; """"bridge"""" better labeled chorus I think?; """"instrumental"""" should be """"top""""?; tempo changes...renotate """"outro"""" and """"top"""" in half-time?; """"outro"""" renamed verse?"	_
Sagittarius_MyWorldFellDown_1967	Sagittarius	My World Fell Down	_	_	_	_	_
SammyHagar_GiveToLive_1987	Sammy Hagar	Give To Live	_	_	_	_	_
SammyHagar_ICantDrive55_1984	Sammy Hagar	I Can't Drive 55	_	Jonathan Eldridge	1/14/20	Ad-libs are notated Some of the rhythms, namely triplets, are a little wonky	_
Santana_EvilWays_1970	Santana	Evil Ways	midi	Will Smith	5/20/19	_	_
SantoAndJohnny_SleepWalk_1959	Santo & Johnny	Sleep Walk	midi	NA	NA	Instrumental Song	_
Shannon_LetTheMusicPlay_1984	Shannon	Let The Music Play	_	_	_	_	_
ShirleyBrown_WomanToWoman_1975	Shirley Brown	Woman To Woman	_	_	_	_	_
SimonAndGarfunkel_AHazyShadeOfWinter_1966	Simon & Garfunkel	A Hazy Shade Of Winter	midi	Nat Condit-Schultz	2/27/16	Just transcribed lower voice...in some places the upper voice might be more salient, but it's generally quieter	_
SimonAndGarfunkel_Cecilia_1970	Simon & Garfunkel	Cecilia	midi	Jonathan Eldridge	5/21/20	In mm 26 I wrote out the opening figure I had earlier used gliss on, because the voices are more clearly defined this time When 3-part harm. Starts, I think the lowest voice goes in and out, so I notated it where it could be heard The key seems to be a point of contention; one recording I heard was a detuned C, another was a detuned B, and I've seen lead sheets for both--so I just went with the key in the harm. trans. which is B 	_
SimonAndGarfunkel_ElCondorPasa_1970	Simon & Garfunkel	El Condor Pasa	midi	Jonathan Eldridge	2/19/20	In the harmonic trans., several measures are given at the beginning, so I made the transcription so it matches up, but I feel that a fermata on the first few measures would be simpler--maybe one measure per chord	Possibly change the first several measures to one measure with a fermata per chord?
SimonAndGarfunkel_FakinIt_1967	Simon & Garfunkel	Fakin' It	_	_	_	_	_
SimonAndGarfunkel_MrsRobinson_1968	Simon & Garfunkel	Mrs. Robinson	midi	Nat Condit-Schultz	10/1/16	Key is difficult...added some key changes	_
SimonAndGarfunkel_TheSoundsOfSilence_1965	Simon & Garfunkel	The Sounds Of Silence	midi	Jonathan Eldridge	6/1/20	_	Jonathan and I agree that the McGill transcription has the first measure of 2/4 in each verse in the wrong place, and I've changed it to our interpetation. It's definitely debatable, but this way makes sense more regarding parallelism.
SimpleMinds_SanctifyYourself_1986	Simple Minds	Sanctify Yourself	midi	Jonathan Eldridge	2/19/20	"Pitches are often indefinite; even the """"definite"""" pitches are often a little unstable Lots of polyphony at the end; I did my best to capture all the separate parts"	Trimmed to match single version. Added pedal tone in the chorus, and changed the key to minor during the minor part.
SlyAndTheFamilyStone_HotFunInTheSummertime_1969	Sly & The Family Stone	Hot Fun In The Summertime	_	_	_	_	_
SlyAndTheFamilyStone_IWantToTakeYouHigher_1969	Sly & The Family Stone	I Want To Take You Higher	_	_	_	_	_
SmokeyRobinson_Cruisin_1980	Smokey Robinson	Cruisin'	_	_	_	_	_
Snap_ThePower_1990	Snap	The Power	_	_	_	_	_
SoftCell_TaintedLove_1982	Soft Cell	Tainted Love	midi	Hubert Leveille Gauvin	6/27/16	"McGill is annotated in half-time. I transcribed it in """"real"""" time. We need to fix the mcgill file."	Dotted-Quarters
SolomonBurke_IfYouNeedMe_1963	Solomon Burke	If You Need Me	_	_	_	_	_
SonnyAndCher_ACowboysWorkIsNeverDone_1972	Sonny & Cher	A Cowboys Work Is Never Done	_	_	_	_	_
SonnyAndCher_AllIEverNeedIsYou_1971	Sonny & Cher	All I Ever Need Is You	_	Hubert Leveille Gauvin	2/18/16	_	_
SonnyAndCher_BabyDontGo_1965	Sonny & Cher	Baby Don't Go	_	_	_	_	_
SpandauBallet_True_1983	Spandau Ballet	TRUE	_	Jonathan Eldridge	5/7/20	"I'm hearing bars of 3/4 at mm 31, 60, 96, that aren't reflected in the harmonic transcription; I would say these are fermatas, but if you count them they're definitely measures of 3/4; the music drops, but the pulse doesn't The high X notes at the end of some phrases mark where he ended some pitches--like a gasp almost; not sure what to call it ""World"" at mm 88 takes place over a melisma broken with rests, so I notated it as rearticulated syllables"	"A number of things here. Some 8th note harmonic syncopations. I reinterpreted the ""empty"" measure with a single sustained D. Also reinterpreted the 3/4 measure at the end of each verse."
StephanieMills_NeverKnewLoveLikeThisBefore_1980	Stephanie Mills	Never Knew Love Like This Before	midi	Jonathan Eldridge	4/24/20	_	Curtailed to match the single version. Managed to save the timestamps though.
Steppenwolf_BornToBeWild_1968	Steppenwolf	Born To Be Wild	midi	Nat Condit-Schultz	7/27/16	_	_
SteveMillerBand_RocknMe_1976	Steve Miller Band	Rock'n Me	midi	Nat Condit-Schultz	1/18/17	_	Should renumber barlines, so that pickup at beginning is 0, not 1; Add some rhythmic detail to intro/interlude
SteveMillerBand_TheJoker_1973	Steve Miller Band	The Joker	midi	_	_	_	_
SteveWinwood_BackInTheHighLifeAgain_1987	Steve Winwood	Back In The High Life Again	_	_	_	_	_
SteveWinwood_DontYouKnowWhatTheNightCanDo_1988	Steve Winwood	Don't You Know What The Night Can Do?	_	_	_	_	_
StevieB_BecauseILoveYou_1991	Stevie B	Because I Love You (The Postman Song)	_	Jonathan Eldridge	5/17/20	"Many times, Stevie B does the fall off the F in the second measure of the chorus, and the value is somewhere between 16th and 32nd, and I notated them whichever way they leaned closer to Some ""x"" heads, esp. on melody, indicate pitches that are out of tune "	_
StevieWonder_DoIDo_1982	Stevie Wonder	Do I Do	_	_	_	The E-:maj6(9) chord should just be E-:13 (there is a dominant note).	This song has a unusual sequence through keys in the bridge...for now I've renonated a few chords on the sharp side, to avoid totally insande roman numerals.
StevieWonder_HigherGround_1973	Stevie Wonder	Higher Ground	midi	_	_	_	_
StevieWonder_IfYouReallyLoveMe_1971	Stevie Wonder	If You Really Love Me	_	_	_	_	_
StevieWonder_ThatGirl_1982	Stevie Wonder	That Girl	_	_	_	_	_
Sting_AllThisTime_1991	Sting	All This Time	midi	_	_	Half-way there. It's pretty hard. Will continue later.	_
Sting_IfYouLoveSomebodySetThemFree_1985	Sting	If You Love Somebody Set Them Free	midi	_	_	_	_
StrayCats_IWontStandInYourWay_1983	Stray Cats	I Won't Stand In Your Way	_	_	_	_	_
StrayCats_RockThisTown_1982	Stray Cats	Rock This Town	_	_	_	_	_
SwinginMedallions_DoubleShot_1966	Swingin' Medallions	Double Shot (Of My Baby's Love)	_	_	_	_	_
Switch_TherellNeverBe_1978	Switch	There'll Never Be	_	_	_	_	_
TalkingHeads_AndSheWas_1985	Talking Heads	And She Was	midi	_	_	_	_
TalkingHeads_BurningDownTheHouse_1983	Talking Heads	Burning Down The House	midi	_	_	_	_
TanyaTucker_HeresSomeLove_1976	Tanya Tucker	Here's Some Love	_	_	_	_	_
TeddyPendergrass_IDontLoveYouAnymore_1977	Teddy Pendergrass	I Don't Love You Anymore	_	_	_	_	_
TenYearsAfter_IdLoveToChangeTheWorld_1971	Ten Years After	I'd Love To Change The World	_	_	_	_	_
TevinCampbell_TellMeWhatYouWantMeToDo_1991	Tevin Campbell	Tell Me What You Want Me To Do	_	_	_	_	_
The5thDimension_IDidntGetToSleepAtAll_1972	The 5th Dimension	(Last Night) I Didn't Get To Sleep At All	_	_	_	_	_
The5thDimension_GoWhereYouWannaGo_1967	The 5th Dimension	Go Where You Wanna Go	_	_	_	_	_
The5thDimension_IfICouldReachYou_1972	The 5th Dimension	If I Could Reach You	midi	Matthew Arnold	2019-03-??	_	_
The5thDimension_NeverMyLove_1971	The 5th Dimension	Never My Love	_	_	_	_	_
The5thDimension_OneLessBellToAnswer_1971	The 5th Dimension	One Less Bell To Answer	midi	_	_	_	_
TheAlanParsonsProject_EyeInTheSky_1982	The Alan Parsons Project	Eye In The Sky	midi	_	_	_	_
TheAllmanBrothersBand_StraightFromTheHeart_1981	The Allman Brothers Band	Straight From The Heart	_	_	_	_	_
TheAmboyDukes_JourneyToTheCenterOfTheMind_1968	The Amboy Dukes	Journey To The Center Of The Mind	_	_	_	_	_
TheAnimals_SanFranciscanNights_1967	The Animals	San Franciscan Nights	_	_	_	_	_
TheBabys_EveryTimeIThinkOfYou_1979	The Babys	Every Time I Think Of You	_	_	_	_	_
TheBand_LifeIsACarnival_1971	The Band	Life Is A Carnival	_	_	_	_	_
TheBeachBoys_BluebirdsOverTheMountain_1969	The Beach Boys	Bluebirds Over The Mountain	_	_	_	_	_
TheBeachBoys_InMyRoom_1963	The Beach Boys	In My Room	midi	Hubert Leveille Gauvin	8/16/16	_	_
TheBeachBoys_Kokomo_1988	The Beach Boys	Kokomo (from the film Cocktail)	midi	Hubert Leveille Gauvin	1/27/16	_	_
TheBeachBoys_SailOnSailor_1975	The Beach Boys	Sail On Sailor	_	_	_	_	_
TheBeachBoys_StillCruisin_1989	The Beach Boys	Still Cruisin	_	_	_	_	_
TheBeachBoys_SurfinSafari_1962	The Beach Boys	Surfin' Safari	midi	_	_	_	_
TheBeachBoys_Wendy_1964	The Beach Boys	Wendy	_	_	_	_	_
TheBeatles_AHardDaysNight_1964	The Beatles	A Hard Day's Night	midi	Nat Condit-Schultz	1/25/16	_	_
TheBeatles_ComeTogether_1969	The Beatles	Come Together	midi	Jonathan Eldridge	5/19/20	"The challenge in this was details: typically I don't use articulations, but the attacks in this song are so short relative to the tempo that it seems appropriate to use staccato as opposed to trying to put the exact duration of notes Phrases involving single repeated ""F"" have little shifts in pitch that I marked with ""X"" because they aren't half steps mm 35-36 accomp. part does interesting bend in and out of pitch, notated with glisses Mm 59: I don't usually notate two separate voices when doubling the same line, but you can hear a slight discrepancy in the accomp. leading into ""looking"" Side note: been using a lot of alto clef lately because I find most singers sing in this range, so it's much easier to get everything in the staff and I don't have to do a bunch of clef changes"	_
TheBeatles_DoYouWantToKnowASecret_1964	The Beatles	Do You Want To Know A Secret	midi	_	_	_	_
TheBeatles_EightDaysAWeek_1965	The Beatles	Eight Days A Week	midi	Nat Condit-Schultz	2/25/16	_	_
TheBeatles_Help_1965	The Beatles	Help!	midi	Nat Condit-Schultz	1/26/16	_	_
TheBeatles_IDontWantToSpoilTheParty_1965	The Beatles	I Don't Want To Spoil The Party	midi	_	_	_	_
TheBeatles_ISawHerStandingThere_1964	The Beatles	I Saw Her Standing There	midi	Nat Condit-Schultz	1/23/16	_	_
TheBeatles_LoveMeDo_1964	The Beatles	Love Me Do	midi	Nat Condit-Schultz	1/23/16	_	_
TheBeatles_ObLaDiObLaDa_1976	The Beatles	Ob-La-Di, Ob-La-Da 	midi	Nat Condit-Schultz	2/21/16	Measures in McGill.krn not right	_
TheBeatles_ShesAWoman_1964	The Beatles	She's A Woman	midi	_	_	_	_
TheBoxTops_CryLikeABaby_1968	The Box Tops	Cry Like A Baby	_	_	_	_	_
TheBoys_DialMyHeart_1988	The Boys	Dial My Heart	_	_	_	_	_
TheBuckinghams_KindOfADrag_1967	The Buckinghams	Kind Of A Drag	midi	_	_	_	_
TheByrds_EightMilesHigh_1966	The Byrds	Eight Miles High	midi	_	_	_	_
TheByrds_GoinBack_1967	The Byrds	Goin' Back	_	_	_	_	_
TheCastaways_LiarLiar_1965	The Castaways	Liar, Liar 	_	_	_	_	_
TheChiffons_HesSoFine_1963	The Chiffons	He's So Fine	midi	Nat Condit-Schultz	2/21/17	"Subsections of """"Verse""""?"	_
TheChiffons_SweetTalkinGuy_1966	The Chiffons	Sweet Talkin' Guy	_	Jonathan Eldridge	5/10/20	60's kinda beach pop (is that a term?) swing Where countermel. Switches to doubling melody, I just notated it as one voice An inner voice moves at mm 53, which I notated in top staff Typically the repeated rhythmic fig. at mm 83 would keep D# in the bass, but you can just barely hear it change to C#--which makes sense if you listen to the oboe solo	_
TheContours_DoYouLoveMe_1988	The Contours	Do You Love Me	midi	_	_	_	_
TheCowsills_Hair_1969	The Cowsills	Hair	_	_	_	_	_
TheCowsills_SilverThreadsAndGoldenNeedles_1969	The Cowsills	Silver Threads And Golden Needles	_	_	_	_	_
TheCrystals_HesARebel_1962	The Crystals	He's A Rebel	midi	Hubert Leveille Gauvin	2/1/16	_	harmonic rhythm needs to be changed from 2+2s to 4. + 8_2
TheCrystals_TheresNoOther_1961	The Crystals	There's No Other (Like My Baby)	_	_	_	_	_
TheCure_JustLikeHeaven_1988	The Cure	Just Like Heaven	midi	_	_	_	_
TheDoobieBrothers_EchoesOfLove_1977	The Doobie Brothers	Echoes Of Love	_	_	_	_	_
TheDoors_RidersOnTheStorm_1971	The Doors	Riders On The Storm	midi	Nat Condit-Schultz	2/26/17	A/E in opening? Passing Bm chords, not just DM?	_
TheDramatics_HeyYouGetOffMyMountain_1973	The Dramatics	Hey You! Get Off My Mountain	_	_	_	_	_
TheDrifters_OnBroadway_1963	The Drifters	On Broadway	midi	_	_	_	_
TheEagles_AlreadyGone_1974	The Eagles	Already Gone	midi	Jonathan Eldridge	5/21/20	Like country does, some pickups into notes are graces, and others are more deliberate 8th notes Some harmonies on the bridge were more clearly defined in refrains; I kept what I heard on the earlier ones	_
TheEagles_BestOfMyLove_1975	The Eagles	Best Of My Love	midi	_	_	_	_
TheEagles_LyinEyes_1975	The Eagles	Lyin' Eyes	midi	Nat Condit-Schultz	1/12/17	_	_
TheEagles_TheLongRun_1980	The Eagles	The Long Run	midi	_	_	_	_
TheElectricPrunes_IHadTooMuchToDream_1967	The Electric Prunes	I Had Too Much To Dream (Last Night)	midi	Matthew Arnold	2019-03-??	_	"Reinterpreted the ""gone gone gone"" breakdown as syncopations over 4/4."
TheEverlyBrothers_BirdDog_1958	The Everly Brothers	Bird Dog	midi	Dallas ? (GATech undergrad)	2019-03-??	_	_
TheEverlyBrothers_EbonyEyes_1961	The Everly Brothers	Ebony Eyes	midi	_	_	_	_
TheEverlyBrothers_OnTheWingsOfANightingale_1984	The Everly Brothers	On The Wings Of A Nightingale	_	_	_	_	_
TheEverlyBrothers_ThatsOldFashioned_1962	The Everly Brothers	That's Old Fashioned (That's The Way Love Should Be)	midi	Hubert Leveille Gauvin	8/8/16	The melody is harmonised all through the song. I transcribed both lines	Version I listened too had one more repeat of chorus (8 measures)...perhaps I'm listenign to an album track?
TheEverlyBrothers_WalkRightBack_1961	The Everly Brothers	Walk Right Back	midi	Claire Arthur	1/12/16	_	_
TheFabulousThunderbirds_TuffEnuff_1986	The Fabulous Thunderbirds	Tuff Enuff	midi	_	_	_	_
TheFalcons_IFoundALove_1962	The Falcons	I Found A Love	_	_	_	_	_
TheFireballs_SugarShack_1963	The Fireballs	Sugar Shack	UPRFB	_	_	_	_
TheGregKihnBand_HappyMan_1982	The Greg Kihn Band	Happy Man	_	_	_	_	_
TheGregKihnBand_Lucky_1985	The Greg Kihn Band	Lucky	_	_	_	_	_
TheHollies_CarrieAnne_1967	The Hollies	Carrie-Anne	midi	Claire Arthur	3/22/16	the 3-parts for the chorus is gonna seem wrong if you listen to the midi, but if you listen closely, I think the weird bottom part is right.	_
TheHollies_LongDarkRoad_1972	The Hollies	Long Dark Road	_	_	_	_	_
TheIsleyBrothers_ItsYourThing_1969	The Isley Brothers	It's Your Thing	_	_	_	_	_
TheJGeilsBand_FreezeFrame_1982	The J. Geils Band	Freeze-Frame	midi	Jonathan Eldridge	6/1/20	_	_
TheJGeilsBand_JustCantWait_1980	The J. Geils Band	Just Can't Wait	_	_	_	_	_
TheJGeilsBand_LookingForALove_1972	The J. Geils Band	Looking For A Love	_	_	_	_	_
TheJGeilsBand_MustOfGotLost_1974	The J. Geils Band	Must Of Got Lost	_	_	_	_	_
TheJGeilsBand_OneLastKiss_1978	The J. Geils Band	One Last Kiss	_	_	_	_	_
TheJackson5_DancingMachine_1974	The Jackson 5	Dancing Machine	_	_	_	_	_
TheJackson5_IWantYouBack_1969	The Jackson 5	I Want You Back	midi	_	_	_	_
TheKendalls_HeavensJustASinAway_1977	The Kendalls	Heaven's Just A Sin Away	midi	Jonathan Eldridge	6/1/20	_	_
TheKinks_BetterThings_1981	The Kinks	Better Things	midi	Gary Yim	2/4/16	There are definitely two guitars, and they do overlap at times, but I put them both on one staff because I only transcribed the most prominent bits. ALSO, the McGill file doesn't have the last few measures before the fade out. ALSO, the last chords for the McGill file starting ms. 95 seem to be wrong (listed as A, should probably be D.) ALSO, I wasn't sure about hearing the correct register for the electric guitar, so some help there would be nice.	_
TheKinks_TillTheEndOfTheDay_1966	The Kinks	Till The End Of The Day	midi	Jonathan Eldridge	6/1/20	_	The McGill transcription appears to be of a live version (the ending is quite different which I had to change). Thus the timestamps are wrong and I deleted them. There were also a few extra measures to delete before the solo. Finally, their section labels were nonsensensical, as they failed to recognize the verse/chorus pattern. I've added corrected section labels. (What to call the opening chorus is an interesting question.) They also notate all chords as power chords, when the guitar is playing full triads which I've fixed.
TheLas_ThereSheGoes_1991	The La's	There She Goes	_	Claire Arthur	3/23/16	McGill file has mistakes	_
